user_id,article_id,article_rating
2227,1601,9
591,1082,9
1744,816,10
591,1391,7
2106,2337,7
873,1391,5
591,2543,6
873,1010,1
1168,1593,9
1288,942,1
591,2346,4
591,1151,7
591,1082,10
591,1644,10
1808,426,4
608,2648,5
608,1275,7
591,1346,3
591,1732,10
591,2219,10
608,1106,4
608,1198,4
290,203,8
591,2337,9
2227,1715,4
1369,792,9
591,998,6
2024,973,7
591,1980,2
2247,1082,6
2091,870,2
608,1014,1
427,2632,3
587,1029,8
2437,2388,9
2413,2661,6
608,40,9
263,2661,1
591,1082,4
591,1281,2
656,876,8
591,2104,8
591,2245,8
1527,1281,9
1195,1391,3
1421,1391,9
591,1391,10
608,2132,8
1851,816,6
873,2371,8
97,1391,8
1654,125,3
835,471,9
2066,803,2
2303,2001,6
1757,816,9
513,1391,7
591,780,9
1540,2609,9
973,1082,5
854,514,4
591,320,7
863,457,4
591,214,7
973,250,3
591,2035,8
1976,1391,10
591,2565,3
591,944,5
980,2346,10
722,2371,1
450,2429,6
591,1391,2
1740,2450,8
1268,1391,8
2311,1346,9
2090,1778,10
1619,2543,2
608,300,2
1940,126,3
1623,304,6
608,460,7
2174,1391,1
617,73,10
1040,1292,3
2111,460,1
2106,587,7
2104,792,7
608,2337,6
1854,1702,2
854,2337,8
591,2371,8
1330,485,1
1330,2442,5
608,629,1
591,2268,1
260,1441,1
591,2371,1
815,1391,1
591,1391,6
591,240,10
925,1082,7
591,1082,2
591,2132,10
2090,1391,7
591,2128,8
591,1391,10
591,2436,1
591,2371,7
591,2619,5
239,781,9
608,243,3
1942,328,1
478,1420,1
591,2565,10
608,2171,7
1122,2608,2
287,174,3
1856,1391,2
608,870,8
2227,1769,1
1637,2661,7
591,1060,1
608,1418,7
591,792,9
591,1391,10
608,2337,2
1540,165,3
591,2007,4
284,2268,2
591,74,7
239,1105,7
591,2386,4
1182,2235,3
591,2212,4
591,2715,6
591,1284,10
835,1669,9
1095,2505,10
2408,214,10
608,480,7
1115,46,7
2402,1082,8
591,816,2
2220,803,2
1199,2279,6
591,21,7
1432,816,4
591,2333,6
1001,2029,6
1895,1391,5
2108,2631,7
2106,1471,9
2261,1281,9
982,792,7
2397,1082,5
2294,2565,10
591,426,9
2111,870,6
591,1722,1
591,1126,2
42,480,8
2523,2337,8
591,2408,5
608,601,2
608,240,5
1989,1391,10
1602,1082,8
591,816,6
1473,137,8
1292,1076,6
608,2508,3
591,2371,7
608,1391,6
1545,2169,7
1689,1082,6
2318,2268,8
1559,1391,9
591,1082,2
591,2337,5
1357,2573,9
591,66,8
608,884,10
608,2392,9
580,792,7
1867,2371,5
591,2107,7
591,370,4
1266,2134,9
608,2631,3
5,1772,1
2283,1082,2
1923,1796,10
591,1112,6
1699,349,6
2419,270,5
591,912,2
591,224,7
1750,2111,9
2310,1391,2
591,1391,3
591,2579,4
1723,957,5
873,2371,5
591,240,9
591,426,9
86,1578,9
37,2661,9
1332,1391,6
591,613,9
360,1391,2
591,1391,6
2075,1868,2
1236,1705,10
591,588,10
591,1391,10
608,1868,10
2410,2371,7
239,1311,4
591,1447,3
608,910,2
2227,1836,9
1871,1391,7
591,1082,4
591,1391,3
1634,300,6
2111,792,5
1063,153,4
2227,530,2
2455,480,5
2214,1391,6
591,792,6
608,1478,10
1182,2071,1
863,1082,3
1940,1082,9
2111,698,6
1330,2128,4
591,1391,9
591,1391,10
591,1082,4
1940,792,8
830,460,5
2402,2256,4
591,1391,4
1895,1715,10
591,803,9
2106,2543,9
239,1391,7
591,434,9
1330,549,6
756,2074,8
1820,1162,10
591,893,3
239,1250,8
2282,2236,6
591,792,6
1940,1391,6
591,792,7
591,1082,10
591,870,6
762,2333,2
1292,2268,7
2431,601,3
608,2286,5
125,1733,8
591,2371,3
591,1082,2
591,660,1
591,792,5
1330,2132,10
591,214,6
591,2268,4
934,910,9
1841,1571,5
1128,2565,2
1459,2588,6
1444,1281,7
591,1391,8
2083,181,9
591,2126,5
591,1123,8
1172,1391,6
591,480,3
591,1082,6
2121,973,2
2397,592,2
591,1451,5
591,1281,1
1723,1523,6
2216,21,9
608,870,7
591,1391,3
591,2549,5
2241,816,3
359,1082,3
591,64,7
1895,912,4
973,2119,10
608,2371,4
608,1082,5
286,1281,3
2227,1391,3
766,991,4
591,1082,9
591,1371,2
591,873,8
2405,1082,5
1330,731,4
591,1986,1
1182,1441,7
289,632,6
608,660,6
591,1391,3
591,1677,7
1473,944,10
591,299,2
608,1519,4
2163,1391,9
591,689,9
1725,2462,7
239,2696,6
551,1206,10
591,2371,6
168,1281,5
2106,2492,7
2227,1508,8
2397,1391,9
239,803,4
511,1391,6
2090,2346,5
2076,1030,7
2325,660,5
2303,803,4
608,2371,5
666,1508,3
608,1743,8
591,501,10
591,2253,10
198,816,8
591,2268,10
591,2405,2
591,418,2
608,301,1
2355,1702,1
1513,826,1
873,1594,5
2097,813,7
591,2137,8
413,2211,5
591,1545,7
591,2590,10
213,2371,5
1014,1082,7
1001,2043,4
591,1371,8
591,2665,9
18,738,10
2253,460,3
2397,1702,8
591,417,9
591,2611,9
1048,1471,4
1723,2590,10
608,2371,10
591,262,4
591,1229,1
2397,689,1
1504,2128,10
1939,2295,9
1189,1391,4
2010,2121,8
591,300,4
591,1391,8
2090,1666,1
608,617,6
608,2132,5
591,2601,8
1582,1589,4
873,2268,5
234,2268,9
315,1391,7
2430,660,5
591,2350,5
960,1336,1
608,2002,4
21,1209,8
1292,1772,1
591,2076,5
591,2268,4
591,1082,6
1955,134,2
608,1391,5
591,117,2
643,1003,2
591,26,9
591,792,8
239,377,3
591,816,1
960,1391,2
1182,2647,9
1412,1549,6
1445,1471,6
608,697,9
1854,2633,9
591,1715,4
591,1391,6
591,663,8
591,1391,5
591,1391,6
377,187,6
1092,1082,4
1322,2487,7
2397,240,4
608,1613,5
608,2268,7
591,914,9
2255,1076,9
591,299,10
644,1743,8
1795,792,10
591,1082,6
2057,2432,6
2342,1391,3
591,2212,1
2111,1391,9
591,2703,6
873,480,3
2013,480,4
315,1391,3
591,2247,4
591,1391,3
591,792,5
591,1868,9
608,1082,10
1490,2245,4
84,533,2
591,1391,5
947,760,3
591,1189,7
2397,1180,7
591,2115,7
2487,1082,2
1841,1391,5
591,2043,1
591,2126,1
2397,1060,9
51,888,9
89,1391,6
406,2295,10
239,792,9
71,1400,6
662,306,2
330,52,2
591,2473,8
1540,2286,1
950,1082,1
591,1041,7
1109,549,5
591,2295,5
479,1060,3
2227,1060,2
464,299,3
591,411,5
1839,1346,9
591,2645,10
591,300,1
1540,1391,9
2397,1391,4
591,1868,1
1745,1391,3
608,480,4
1312,1391,4
2106,1391,10
239,1391,8
591,1391,8
591,460,5
1393,2277,8
608,2217,2
1511,2192,8
608,559,6
2068,1458,2
2155,2661,3
591,2337,8
591,1967,10
2311,945,2
1540,442,5
591,2499,8
591,1371,1
591,1346,9
591,1391,10
2383,1106,2
2261,460,2
1964,129,3
1393,1449,5
239,2371,10
2108,1878,5
608,1694,10
1651,1391,1
873,1391,8
1102,1391,9
18,1581,6
591,1087,9
591,1082,7
912,306,7
239,1226,4
591,2159,4
1824,2382,5
367,2665,5
2084,2137,6
303,1391,7
1125,1281,8
608,2268,1
591,1082,3
1895,1391,5
591,1391,1
591,2158,2
476,1391,3
2325,1625,7
1941,1771,3
239,1224,1
591,1391,1
608,4,1
2397,825,1
973,1346,2
2106,1106,5
2235,1333,7
2183,976,5
1681,2268,10
2065,2133,8
1323,2518,10
608,503,4
2227,1391,8
591,1468,9
608,2287,5
591,2268,6
2204,2434,3
591,816,8
1157,1391,6
591,792,4
1468,480,2
2425,549,1
2227,2573,9
1140,1325,7
608,870,2
2227,1634,1
239,1572,5
1182,876,2
591,1082,8
662,1391,7
591,1391,6
591,1062,7
680,2565,3
591,1082,4
1452,2207,3
591,214,7
591,1711,5
608,21,9
1596,870,7
1182,2128,1
591,1371,5
1288,965,2
873,56,5
960,1658,2
1915,816,3
985,1391,4
591,660,5
1283,1082,10
432,44,8
239,1060,5
873,1074,1
446,2164,5
608,1391,5
591,1969,5
591,1391,6
591,2128,2
591,1082,1
591,1082,4
794,551,8
2106,1603,10
2426,1471,10
2345,362,6
591,2379,10
591,2337,9
1544,1502,2
387,583,5
591,328,3
591,1565,2
1761,1455,6
580,288,10
2161,1391,9
591,1082,4
591,593,5
1251,2435,2
591,792,1
1540,2719,8
591,1391,4
1598,982,4
608,1082,5
1995,1082,9
1677,1176,4
591,2340,8
1060,476,4
591,689,2
2343,1281,5
591,1391,1
1251,2314,6
591,1681,3
1549,10,9
2437,1391,2
591,1391,4
591,1471,2
315,1369,3
591,1391,5
700,63,4
591,1082,5
591,870,5
2369,1907,1
1220,2553,10
1207,1327,4
707,1391,2
591,1868,6
591,2210,2
912,2183,8
2111,300,4
591,1660,4
608,1953,1
591,2071,7
1432,2406,8
608,1391,7
315,1694,1
236,240,10
239,240,7
591,1836,5
591,2599,5
1237,1692,1
2437,792,1
591,2165,9
591,1977,9
591,745,3
973,261,2
608,660,8
2323,2337,7
608,2371,7
873,2337,10
591,1391,9
1540,2313,10
591,187,2
591,1724,2
2326,499,4
1778,256,1
2106,1588,6
239,2233,3
435,1082,2
591,864,2
239,1843,9
1216,480,5
1603,2171,3
608,1986,6
591,775,9
343,1082,5
591,876,1
2246,1042,10
315,1611,4
410,1776,3
2397,43,9
591,792,2
2453,2236,3
2253,2219,10
591,1391,1
2311,2192,10
149,2693,4
1771,2573,9
1605,1494,7
2397,1391,5
358,1082,2
591,1986,2
1728,480,6
1813,125,2
1266,300,7
1346,2371,9
608,2106,8
1324,2268,7
1965,1281,5
1485,990,2
875,1934,5
591,214,9
1180,2171,4
591,1391,6
591,1082,5
2005,1135,1
247,1082,4
1251,369,9
591,1281,3
608,2346,7
1709,2268,8
591,792,10
608,1082,5
1216,1391,2
239,840,1
591,480,3
591,944,7
591,1870,1
591,2295,1
89,233,6
873,1474,2
591,1391,10
591,2565,9
591,2690,4
1940,1822,6
608,1371,4
591,2261,6
591,1281,3
640,1508,5
591,919,5
239,693,4
608,893,2
2180,1565,6
2106,2371,7
591,2337,4
591,1274,7
1868,2171,9
580,1391,6
591,1774,6
591,876,8
1447,816,9
591,2666,10
591,2382,5
2225,2661,7
1540,1391,3
591,2033,2
591,2346,2
1470,2673,3
395,484,8
2135,2263,7
591,1743,9
2203,2219,1
591,1986,8
1895,2371,5
591,2663,3
335,660,10
591,1423,9
591,1565,3
2108,1602,9
591,1323,4
581,660,7
239,2247,1
766,976,9
591,1082,9
2367,1082,1
2430,2565,8
835,1106,8
873,1391,5
2397,1127,10
591,1082,2
608,1733,8
2106,1082,2
591,2268,7
2111,2250,6
1644,2371,4
591,219,5
1603,269,1
591,2700,4
835,809,4
492,807,10
797,1391,8
1379,291,1
591,1348,8
936,2647,6
591,1391,7
591,418,2
2353,2282,8
784,1082,4
591,1391,5
608,1540,10
2397,1391,4
239,852,5
2126,1481,1
1107,845,8
312,2064,8
1540,803,1
2397,541,1
1292,870,10
608,1391,1
608,1031,2
2146,758,8
2181,1391,2
591,1702,4
1139,1391,7
591,738,4
1785,2162,2
989,1391,3
1865,1278,8
2227,1110,10
1419,2336,6
2090,374,5
239,2680,9
2106,600,6
2393,11,3
608,617,5
591,1478,10
1219,1082,10
591,380,2
591,130,5
608,2219,3
2397,2169,5
863,2549,5
591,601,6
591,1188,10
1368,272,7
591,2500,1
591,972,1
873,240,1
591,1927,4
591,1840,2
591,946,7
239,2212,8
1437,792,1
973,816,1
591,792,8
591,2194,1
2303,2371,5
591,493,7
240,1399,5
591,480,3
591,1391,3
776,2590,4
239,304,3
2339,2661,1
591,429,8
591,2578,8
591,2661,7
591,1147,3
591,610,4
591,2332,4
591,1868,5
873,1571,1
591,1281,6
591,1391,5
873,1391,1
591,1375,1
515,2268,1
2108,1772,7
239,1395,4
591,2590,9
995,1281,10
608,1281,1
1927,1391,3
591,2091,1
1113,1346,3
472,480,1
2227,1186,8
1540,689,6
55,484,8
916,1082,5
1251,1391,3
39,1181,8
862,2268,1
662,2346,6
2437,1281,6
591,1082,7
1308,2500,1
1940,310,2
608,1391,9
2227,2500,3
339,1281,1
591,2371,4
591,632,2
2430,99,9
591,1391,10
591,1004,10
1935,1391,9
591,1391,9
591,1801,4
591,369,2
591,502,7
591,796,9
1156,1772,10
1413,1082,1
870,1881,7
591,2337,4
1540,660,10
620,2347,4
591,2371,3
2127,1371,8
1508,1391,8
873,765,1
608,2565,9
1540,1391,4
591,1391,8
608,1391,1
608,689,3
591,788,8
591,480,5
591,816,1
591,460,1
2238,417,9
1060,1198,7
591,1986,1
2002,1082,4
873,397,9
2106,919,9
591,1082,6
591,2419,2
591,2371,5
608,536,5
608,976,8
591,660,6
591,2068,3
13,1098,6
591,2337,4
608,792,2
1016,1082,6
591,549,2
2397,1391,6
2471,792,1
591,21,4
608,1788,6
591,1391,9
591,2565,6
239,660,8
1208,493,5
2153,1346,10
978,1140,6
1426,1281,7
2232,2352,8
2430,1250,9
2354,321,5
591,1478,5
591,1391,7
608,1565,5
591,101,1
591,2661,10
873,1346,8
2397,890,10
1345,2565,5
239,395,8
591,1391,4
591,2670,9
2397,367,8
2387,1101,3
608,2230,7
39,1565,7
1884,1082,1
591,1391,7
96,1629,10
2463,2371,3
1363,2295,9
1330,910,4
591,1648,1
1570,660,7
591,1014,9
608,792,7
591,212,1
1536,2268,1
1526,418,7
2027,1134,8
167,417,6
591,2217,9
637,1986,5
2227,2088,5
745,2276,5
2256,1837,10
608,1972,5
591,2207,2
591,1715,8
1330,2268,8
591,214,1
608,2337,1
2014,145,6
608,2349,7
1516,1017,6
2163,2371,1
1330,890,9
591,816,4
591,1391,3
1390,1391,7
1545,1082,9
591,2169,2
1330,1195,7
873,480,6
476,480,1
2106,3,10
1980,1508,5
2139,1391,7
591,903,4
591,1048,6
591,275,1
2303,870,5
591,593,7
591,1781,2
2111,1869,1
591,2212,3
591,1391,4
591,660,3
591,1391,10
180,574,9
339,1391,8
315,1632,9
591,845,10
591,249,3
591,879,5
2397,1702,1
591,480,1
1540,1082,1
2282,1391,6
608,1751,9
591,1624,2
591,1081,4
591,309,4
1678,2371,2
591,214,8
873,460,2
1150,1082,8
591,1595,3
1394,1399,8
1667,1857,7
2397,1391,2
591,1391,4
591,660,7
591,1391,7
591,2417,3
782,1766,6
608,2337,8
591,832,7
873,1329,7
1251,299,1
2226,2051,10
2054,938,7
591,2295,1
1475,2128,10
403,2337,10
608,1508,4
2430,1082,10
911,1391,5
591,1732,10
591,1698,8
591,2451,2
1523,1082,2
608,532,9
608,2353,7
591,2371,2
1994,2337,7
1773,800,1
1940,1060,6
591,2371,7
2290,2337,6
1182,2522,10
591,2188,6
1683,2512,1
2106,964,4
1540,1082,5
645,2337,5
903,1391,10
591,2090,2
769,1333,9
591,1778,1
591,2337,3
1341,54,8
1478,2371,1
935,1082,6
1229,328,1
591,1082,4
591,1391,10
591,583,5
591,656,6
568,1772,4
1538,1082,2
608,2418,6
140,1082,6
608,2385,3
591,1166,6
1330,2140,3
857,1604,4
591,792,8
2430,546,5
591,1391,5
591,840,3
591,186,9
591,2114,6
1540,1969,1
873,806,10
591,2011,3
1996,792,6
591,939,5
2344,2565,3
498,2089,9
1282,386,2
873,1535,5
264,1007,7
591,1508,8
960,485,4
591,1391,9
1540,710,8
591,2128,4
591,10,5
2311,1478,1
591,446,10
912,2371,4
2147,1391,7
239,2284,6
2106,1478,9
935,1391,7
2227,2389,1
591,1391,2
591,2371,2
591,1123,1
1808,1962,5
1734,660,3
591,1082,5
239,21,7
315,2371,8
784,1980,3
591,1632,7
1895,1281,9
2504,577,8
1895,792,3
250,1082,6
1562,327,1
1330,1759,3
239,1391,4
428,1204,6
2397,792,6
1811,1391,7
591,1082,8
1105,1082,2
1550,1823,3
591,1082,5
591,745,1
118,658,7
1334,1082,1
120,1391,9
591,404,6
2227,2268,4
591,1508,7
591,2337,7
591,1082,3
2343,1748,3
969,1064,6
591,912,3
269,1281,5
591,485,7
960,1121,3
591,2341,5
239,1351,3
1875,1391,6
608,21,1
591,1105,5
927,1399,7
873,1986,10
591,1966,1
1330,1732,3
1166,2295,4
591,325,2
873,1082,1
591,1438,6
591,1418,10
727,1391,1
1072,654,3
1954,2371,1
604,2371,4
1401,660,9
2311,2010,7
591,1082,4
591,1082,3
430,1023,5
1660,1391,9
591,2565,3
1988,2337,9
591,1391,1
583,1281,5
694,1094,6
591,1082,6
942,1391,3
608,2245,3
934,1391,2
1540,1221,4
591,1969,10
2311,1106,8
608,1841,9
935,1346,6
591,1081,5
591,2268,3
1330,2623,6
1700,1281,7
591,918,9
2108,2371,5
591,1082,9
1961,344,4
591,626,1
873,485,4
591,2371,10
1772,1478,7
2397,34,9
608,1391,8
591,2371,5
1258,2132,6
1251,689,8
1044,2371,10
2295,2582,4
591,11,10
873,2649,5
591,660,6
591,1106,3
2100,2449,2
81,2293,7
591,2112,9
608,1671,6
291,299,1
591,1715,5
1255,976,5
780,689,9
1540,1782,1
1203,2223,2
1723,1044,10
608,1441,7
1071,1082,10
591,792,9
416,1082,1
339,2346,9
697,1391,2
442,1079,6
873,1082,7
239,2666,6
2311,1531,9
591,703,1
591,2565,7
591,218,6
789,1391,1
72,1391,3
1940,870,10
873,2218,6
591,1281,8
225,1969,4
677,1239,4
1525,1600,5
1965,2280,4
2021,2236,2
2397,2185,9
591,1346,4
591,2371,8
591,2128,8
239,1391,6
2106,2300,10
591,2565,8
1772,1082,7
1827,1074,4
2142,2647,5
239,240,4
591,1939,9
591,1391,2
1682,1523,8
591,1909,7
960,1391,7
1601,2573,6
591,480,4
1675,1391,1
591,2371,3
591,1508,8
1330,388,2
2227,1200,5
2106,1391,1
591,816,4
18,2627,7
1766,2565,6
591,1797,1
591,136,9
591,2236,1
239,1391,1
591,2442,1
2122,1794,5
2397,281,10
591,1082,2
591,1729,5
2227,1082,8
591,1685,7
315,816,8
591,792,1
591,2565,5
1808,1082,4
591,816,10
873,2706,1
935,1583,10
1597,1578,9
608,811,10
591,2147,8
591,2268,6
638,480,1
591,792,4
591,349,1
591,660,1
2397,2423,9
591,972,6
2227,1478,6
608,1082,7
2510,1391,9
2507,1082,3
410,1391,8
2014,1392,4
608,418,4
608,1471,4
2407,1835,6
2397,1973,8
239,520,1
591,689,9
591,609,5
1158,738,4
591,1082,1
2227,2337,3
2227,2407,4
945,1082,10
608,1702,2
591,588,3
608,1373,3
591,1082,7
688,2393,4
580,21,7
2106,1346,9
591,1391,10
608,2371,2
239,2295,6
591,1471,3
2227,1391,3
591,1199,10
591,1450,8
591,480,7
591,1082,7
1540,2500,4
591,1468,4
608,299,7
239,1989,7
209,1391,8
2071,1670,10
591,660,10
960,789,9
715,1391,9
608,1051,8
469,2371,10
591,2178,3
2520,1391,5
841,2432,8
1802,2503,5
2508,1391,2
1393,235,3
1216,816,3
608,2225,8
591,460,10
1182,2109,6
591,1082,8
876,1391,9
2303,1772,1
1925,703,8
873,1733,8
591,1391,3
22,299,7
2303,332,9
2227,2419,2
591,617,6
526,1478,2
2090,1391,1
1149,904,4
490,1082,6
591,1611,4
466,240,8
591,870,6
1029,1391,9
501,1391,1
241,2666,10
428,1281,5
1039,792,9
1684,650,6
591,1449,9
239,651,1
368,1391,2
591,230,10
591,1391,8
591,1281,9
1244,259,1
2397,480,2
591,1016,1
591,660,5
1283,270,7
1583,2268,5
1330,873,7
591,1391,5
1624,1391,6
591,1281,9
1540,102,6
591,1082,8
591,660,7
608,158,8
591,1391,4
591,1391,9
591,1391,1
239,909,5
2106,323,8
2106,2219,7
239,1391,8
873,107,8
591,2565,1
1335,2212,6
591,2448,9
2341,2132,8
1599,447,1
591,1082,4
591,2661,4
656,148,7
2397,1314,4
1182,1391,6
2227,1281,7
577,1391,10
1330,1082,6
591,2337,8
608,1391,3
608,816,6
2232,2666,8
591,1419,3
591,1115,3
239,1082,2
1869,2565,7
591,1082,7
91,2666,6
552,1391,8
591,1082,6
591,1477,7
873,1082,10
757,350,9
608,1890,6
591,2236,4
2458,1644,10
591,2355,2
591,91,3
1940,2337,4
669,2647,9
2111,2236,7
1540,1478,5
591,1391,3
2111,1111,10
591,534,10
591,1082,3
2106,21,5
1676,2666,9
608,1503,6
873,2442,1
873,1082,4
2126,1014,4
2397,1391,1
2106,2500,7
2106,2636,3
1609,418,6
591,1915,5
2519,1396,5
591,767,9
608,1233,5
608,689,3
1008,1982,3
239,602,10
591,1371,7
1718,2268,5
670,297,7
2441,369,4
591,2488,10
591,1082,5
591,1082,10
591,1082,6
591,1250,5
996,1391,2
1545,622,3
2472,1209,2
591,2169,4
591,2566,6
1251,1391,6
2358,1445,10
2101,1868,10
591,1746,8
44,1130,6
1895,870,10
536,299,3
591,2265,3
591,2543,3
421,1565,3
2023,1391,1
528,2056,10
2090,789,5
2430,1082,4
263,1356,2
591,1391,5
1311,2156,8
591,2384,1
591,1621,9
1199,1082,10
864,921,8
591,1391,8
2449,1604,1
1070,1303,3
591,1082,3
608,2333,3
591,2436,3
591,1300,1
1056,1715,8
591,1082,9
496,1391,2
184,1478,3
591,2198,7
2285,2382,2
591,1969,7
2502,1082,9
907,1201,2
790,460,6
428,341,4
591,1702,8
591,1281,6
2303,2132,4
591,2043,10
2280,803,6
608,480,10
591,595,5
608,1508,8
608,1391,9
1980,1082,3
591,11,1
591,2434,3
863,890,8
45,2523,7
608,1460,6
2227,1508,1
572,1014,9
906,1733,4
2435,1391,2
1454,1294,4
239,592,9
1193,294,1
239,1340,5
1795,2162,1
591,1391,3
591,2637,2
1908,76,5
608,826,4
591,2128,6
591,2337,5
973,428,4
591,1281,8
591,864,6
1074,1391,2
2227,2268,2
591,1039,1
855,322,5
591,1082,4
591,982,8
591,1391,8
591,1657,4
591,891,5
608,1391,5
1330,29,9
591,2347,1
411,2636,6
1762,1391,8
2090,345,8
591,2169,9
591,2337,5
1870,2406,2
1329,2251,6
639,862,5
591,2268,4
873,1986,6
2311,1371,1
591,437,5
608,1391,1
1914,1391,3
591,1082,10
591,2247,2
591,917,1
608,1391,9
2111,1976,6
873,887,7
2097,1508,5
608,1909,6
591,1974,1
591,792,8
818,2348,2
2227,1986,9
873,2192,5
591,1082,1
591,612,4
608,896,8
608,1443,10
1603,1082,6
315,1082,10
1528,1391,2
2106,1391,10
608,2371,5
608,302,5
2232,2371,8
1396,2371,7
608,1391,1
1657,240,2
239,2026,9
580,1969,9
1568,353,7
627,1007,8
608,792,5
591,1391,5
591,78,5
718,161,8
608,1082,10
591,1468,6
1442,1281,6
2106,660,4
591,122,8
1374,414,10
239,1391,5
591,1772,3
973,1283,8
2106,1106,5
591,660,1
591,300,6
591,1901,2
608,2600,3
4,1058,3
591,2182,5
2023,2268,4
608,1391,4
2397,2371,9
1655,1391,6
608,2261,3
2271,1391,3
239,1298,10
2056,1082,3
1167,2245,3
796,91,7
591,1332,4
1,1082,6
608,2295,6
912,1103,9
873,1391,2
1540,2101,9
2227,1391,2
591,2467,5
1281,2162,1
188,2578,5
591,214,10
608,72,6
591,1478,5
239,170,7
591,300,1
2372,2289,4
2288,2268,6
417,1391,7
591,47,6
1655,2128,1
520,325,5
239,828,5
591,1391,4
2215,300,5
2227,2088,1
2227,792,8
591,1346,3
591,157,7
2397,1391,3
239,697,8
1997,1281,8
591,2371,4
591,394,1
873,1715,9
2397,656,8
450,1030,2
2518,1082,9
591,2171,9
2321,1391,5
985,816,8
1733,1346,1
608,1298,7
1897,1311,7
608,689,8
1328,2432,10
608,2337,1
2499,1082,4
608,2371,10
591,2472,3
591,721,6
608,2402,7
1540,159,2
591,1092,4
2264,507,3
1873,1248,10
591,2371,2
2097,660,3
591,870,1
608,1389,4
1098,1391,7
591,2371,5
159,792,6
591,1281,2
1747,797,8
31,2434,2
1769,1082,1
591,660,10
591,1391,1
1435,1391,2
591,2371,1
608,1401,8
591,1520,6
2437,1911,9
2397,1789,4
2419,689,3
2106,1250,10
591,2133,2
773,1322,9
491,738,6
608,2592,8
591,1311,6
1769,1060,1
1249,792,10
591,2668,9
608,1082,9
591,91,9
591,803,10
1895,1782,5
591,1645,10
302,2337,1
2397,2136,4
591,1778,10
591,1391,10
591,2371,5
2397,1161,6
591,2565,4
591,358,5
178,1007,8
608,1868,1
591,1156,10
2468,826,6
591,1391,2
591,2043,6
591,660,6
801,2500,4
388,1984,2
591,1149,5
591,1986,5
591,2225,9
2437,809,9
591,792,3
591,59,6
905,1243,2
591,816,4
608,697,3
239,1648,10
591,1391,7
1182,2286,2
2227,1507,3
591,214,7
1895,1430,10
2227,299,10
1769,1082,2
263,1339,1
591,21,3
591,775,2
2106,792,2
591,1643,10
608,240,7
863,2268,5
591,1346,7
591,2500,4
591,276,3
591,1079,8
873,2473,4
608,480,9
2090,2346,2
1355,1371,6
2090,1391,4
873,951,6
1168,460,5
591,1082,6
591,480,5
1751,1816,7
591,2685,3
2077,1391,9
2227,1391,8
1991,600,7
591,1281,6
591,745,4
1962,1391,2
1590,2268,4
873,1391,9
1568,1203,7
608,375,5
425,1281,6
591,672,4
591,117,6
1292,1508,5
591,1250,4
973,2268,10
239,792,3
1377,1768,6
1943,2091,10
591,803,2
591,1391,5
1675,426,5
2106,363,2
591,821,2
2106,555,3
1671,792,10
591,1082,1
51,2268,4
2006,2268,7
591,2097,6
591,1391,6
591,1969,3
608,2155,6
1134,1792,7
1027,1082,7
2206,1468,9
591,912,7
591,1978,3
591,2362,5
344,417,10
608,1772,9
591,21,4
591,2286,3
786,1391,4
591,798,1
1750,2337,1
591,988,10
591,2538,1
591,2562,6
608,2005,8
996,666,9
591,2371,9
9,140,8
591,300,7
591,1082,2
1393,2220,8
2397,1391,2
608,2372,2
2437,2661,5
129,2371,5
2106,1468,4
596,2625,1
2460,2696,7
591,1763,5
591,2371,9
591,1346,1
591,1198,1
2106,480,3
591,660,7
591,15,2
1364,2337,4
591,1346,7
239,1060,10
1372,1391,8
591,1082,7
591,1391,9
371,313,7
591,571,4
766,177,4
591,792,7
653,460,9
790,323,3
591,2337,2
591,1866,1
1376,1023,9
591,588,4
591,850,9
2437,1465,2
872,1852,7
608,1529,2
873,781,9
239,303,9
722,278,3
591,1267,5
2433,214,6
1330,2442,10
876,870,8
608,459,1
591,324,7
2343,1905,2
934,2565,1
662,853,2
591,1391,1
580,1082,10
1842,1391,5
569,1082,5
2328,2382,6
591,2374,1
2106,1735,3
591,461,3
591,874,7
2290,671,6
1603,2572,6
2111,1195,2
591,2337,3
2191,255,2
239,221,8
591,418,6
591,792,2
1392,738,1
597,1391,2
439,460,2
400,1010,5
591,2556,9
591,1371,1
1652,1333,2
608,2212,3
1540,816,10
591,1965,7
1172,460,7
591,2565,1
2039,2500,2
1245,1371,6
1292,105,7
239,1391,1
2082,87,2
510,660,2
591,870,9
1418,2132,8
477,1281,6
1675,1082,10
608,1391,5
591,2371,6
2309,1391,3
591,1258,5
608,2419,9
245,2371,2
591,1281,5
591,1447,2
591,702,5
2106,1391,1
1587,376,2
608,1391,4
591,498,7
591,1310,7
591,792,2
239,1082,6
478,240,3
239,2441,6
591,1715,7
483,2268,4
591,2230,2
873,1194,2
591,1391,3
1226,1371,5
591,870,7
591,689,5
2023,870,8
591,418,3
2111,1391,1
1716,1391,2
591,2337,1
934,95,3
591,889,10
873,592,8
2227,997,6
1342,1082,4
1077,2337,3
591,2018,7
1818,480,1
591,1699,7
2106,480,5
1216,1391,7
998,1391,5
971,172,1
591,1391,1
591,480,3
2227,284,3
1693,2337,6
1071,745,6
1440,21,2
191,304,7
591,1240,1
840,2371,3
2289,1904,7
1034,1391,1
733,1116,9
1852,185,7
2343,1478,4
2227,1391,7
591,912,2
591,1169,4
873,2346,7
520,1333,9
1804,1082,7
117,1237,7
2397,1657,6
